1,"  this problem vanished after the first   so i assume it was a temporary dust issue.
1,the fact that this model would play jpeg slideshows was a big plus for me as a visual   and i discovered by accident (it is not mentioned anywhere in the literature) that it will play mpeg1 files on a regular cd-r data disk without vcd formatting.
0,the remote is   but i am not a fan of remotes with tiny buttons.
1,i especially like the more commonly used   such as     and   to be larger and conveniently placed.
0,while it is true that it will stand on   it is also easy to knock over that way.
0,i also didn't like the way it displayed information way down into the screen when you are in zoom mode.
0,the zoom goes up and down in   which is   but there is always a display of the zoom size about one-quarter of the way down from the top of the screen that interferes with viewing at most settings.
0,having spent considerable time with professional video   i find onscreen displays annoying.
0,i have not used the progressive scan feature.
1,this model has come down in price since i purchased mine.
2,while it seems like some people have had trouble with   mine has run   and i would recommend it if you are considering a dvd player purchase.
0,any possible problems should be weighed against the bang-for-the-buck   along with the fact that companies like apex seldom have good after-sale support.
1,while i would like to give it 1 stars instead of 4, i gave it a 4 because it has run well for me during the time i have owned it.
0,do not buy this piece of junk.
0,i purchased this unit 3 months back and i think the unit knew when my warrenty expires.
0,it is more than 90 days and it does not show the picture no matter what i do.
0,i can only hear the sound.
0,i changed video   tried connecting to tv on input1 and input2 but no help.
0,i think you get what you pay for stands true.
0,nice paperweight.
0,i have had this player for 3 months and have been able to see a total of 6 dvd'  after the frustration and aggrivation of getting the player to do it's job.
0,i have tried many times to get a hold of apex who doesn't seem to answer their emails and telephone number is constantly busy as (i believe) the one lonely customer service rep is probably extremely overworked.
0,as i emailed to the the customer service   the only thing this player has done consistantly is use enought electricity to keep the red led burning.
0,do yourself a favor and save your money to get something of better   or at least works.
0,worst piece of electronics i ever bought.
0,if i could give this a negative   i would.
0,i am surprised amazon still carries this after all of the continued problems.
0,won't play a lot of discs.
0,i can only confirm what other customers have said - crap!
0,some movies it played   it won't play today.
0,tech support from apex is literally - nonexistent.
0,  do your customers a big   don't carry this   and give them refunds!
0,there should have been a recall on this product.
0,fair warning - do not buy.
0,i repeat - don't wast your money.
0,don't buy!
0,i bought 2 of this model for christmas presents and neither one of them work!
0,it is embarassing getting phone calls from family members telling you that the dvd player you gave them less that 3 months ago is no longer working.
0,one stopped working in february and the other in march.
0,amazon has been working with me to refund my   but they reminded me that i have past the 30 day return policy and this was a courtesy return.
0,i have had great experience with   but i will probably not buy electronics any more from them to avoid any future return problems.
0,we had problems.
0,the dvd player does not work properly.
0,the player usually plays dvd'  but has occasional problems such as: 1) not recognizing a dvd 2) stopping a particular point in a movie every time we played it 3) not being able to access certain special features on a rental dvd.
0,this has happened with several different dvd's and occasionally if we keep trying   it will work when it did not work one time before.
0,after we discovered the   we tried to contact apex (fkor 3 months), but we never got in touch with them.the customer support telephone number is always   and they do not answer their web customer support.
1,ok if you have a 2nd dvd player.
0,i have had this dvd player for about 3 months now.
1,nothing has broken on   and it plays all the dvds i have.
0,unfortunately it can't play all of the dvd.
0,i have several tv shows on dvd so they are divided by episode.
0,on 2 dvds so far it refuses to play certain episodes with no problems on the others on the dvd.
0,luckily i also have a ps2 which can play those episodes the player can't.
0,unfortunately i bought a player because the ps2 couldn't play all my   and now the player can't play everything.
0,another person who had problem with picture after one use.
1,i purchased this as a christmas gift for my husband.
1,we tried it out christmas night and it worked great.
1,even viewed cds full of jpgs.
0,we didn't get to use it again for over a month (  i know).
0,but when we went to use it   there was sound but no picture.
0,we saw reviews that said the same   and also saw here that their customer service stinks.
0,though we were past the deadline for returns (by a few days), i contacted amazon right away and pleaded for help.
1,they authorized my late   and hopefully they are giving apex heck.
0,i hate apex but love   and i tell everyone.
0,do not buy this player.
0,who knows how many uses you'll get out of it before it craps   but it probably will.
0,frustrating just hope you never lose / break the remote for this player!
0,we've purchased 3 universal remotes so far-all claiming to work " apex " dvd players and none worked.
0,called customer service and basically was told to either keep buying univ.
0,remotes to try or buy the replacement remote for $ 23 (which is almost half of what i paid for the whole player).
1,if anybody knows of a remote to work this-i'd love to hear from you!
0,(on here of course)   a couple dvd's wouldn't play and they were new ones!
0,poor customer service.
0,i had to return the remote on this product because it appeared to be defective.
0,it took over 2 months and repeated follow-up to get it replaced.
0,the customer service dept did not list a toll free number and it was a real hassle to get through on their regular line.
0,i would not be inclined to purchase an apex product again.
0,a piece of junk.
0,door broke after a month.
0,unit took forever since the begiining to recognize and play discs.
0,3 months of use and it no longer recognizes anything.
0,forget about it.
0,it's money down the drain.
0,get cheaper panasonics or toshibas or even sonys.
0,to quote bart: " craptacular ".
0,  it was nice while it lasted.
0,after @ 3   it stoppped playing higher number scenes on dvds.
0,as an   i am embarrassed for the engineering profession when such crap is released for sale.
0,poor quality.
0,only used for 3 month before it's down!
0,i had hoped this was bought from walmart so that i could return it!
0,it sends discoutinous signals to   so the tv has the pictures for one moment and has only the white noise for the other moment.
0,the other thing i don't like about this 2600 is that it makes the color look over saturated.
0,maybe it's good for tvs with not so good color   but not good for my tv that already has very vibrant pictures.
0,returned after failing to play dvds.
1,i purchased the ad2600 after feeling comfortable with the reviews i read here on amazon.
0,as soon as i lifted the unit out of the   i questioned my judgement.
0,the entire unit was poorly crafted.
0,there were sharp screw tips on the underside of the unit coming from inside that were obviously used to anchor the internal control board.
0,after hooking the thing   i found that it would only played less than 50% of the dvds i put in it.
1,most of the dvds i was trying were fairly new and were in great condition.
0,the dvd player just would't recognize them.
0,it would     spin some more and then show on the display that there was no disc.
0,i ended up sending the unit back to amazon.
0,apex ad2600.
1,this dvd player plays raw mpeg2 and mpeg1       cdr / cdrw / dvdr /   and of course plays dvd movies from uk.
1,i love the   progressive scan feature.
1,now it would have gotten 5 stars had this baby come with features to upgrade the firmware and was able to play divx or avi videos.
1,but for $ 41 go get one!
0,features and looks this dvd player is overpriced had it come with sony or one of the other top brand names.
0,customer service nonexistant.
0,i have not even used my new dvd player and already i am disapointed!
0,i have been trying for over a week to contact apex.
0,they will not respond to my emails (promised turnaround time is 24 hours) and the phone line is constantly busy.
0,all i am looking for is a rebate form!
1,what a buy... i accually didn't buy the apex ad0600 from amazon   the reviews i found here helped me purchase it.
1,i have owned an apex ad0201 for close to 3 years now and i love that deck.
1,because of it's hidden features (no   non-regional) i keep this baby around to watch non-american region dvd's.
0,  the ad0600 doesn't have this feature (for now).
1,the cool thing about the ad0600 it plays alot of different file like mp3, wma   jpeg and kodak picture   dvd'  dvd - / + r's.
1,it's not a listed feature   the one thing that sold the unit is that it plays mpeg video.
1,i find this to be a great feature.
1,i've tried playing all of these discs and they all play great.
1,for the money apex machines have good features.
0,you can't find the mpeg playback on high priced units.
1,it's low   space saving design looks nice.
1,i find the apex ad0600 to be a great buy.
0,avoid apex dvd players - even if they're free!
1,i received this dvd player free with the purchase of a palm tungsten e from officemax.
0,now i know why - they are pieces of junk.
0,less than a month later the screen freezes and eventually shows " no disc.
0,"  this is the second apex dvd player i've had - and the last.
1,best player for the buck.
1,i was surprised to find that not only could this dvd player play mpeg2 format which allowed me to stack 2 movies on a   but it also was able to play vob files which i created with smart ripper.
1,the aff feature did a great job converting the letterbox to fill 3/4 of the screen and the image still looked normal.
1,loved the slim design.
0,black and white only after 1 month of use.
0,this unit was working fine for the 1st month and a half and then the color signal disappeared.
0,apex has still not responded to my email describing the problem after almost a week and their customer service line is always busy.
1,most bang for the buck.
3,i recieved my 2600 4 days ago and feel that this may be the best $ 50 i have ever spent.
1,it plays all my back-  + or -, and everything else i have put in it without a hick up.
1,audio is excellent.
1,well worth the money.
1,for the   an excellent buy.
1,after having bought and been disappointed in another brand of dvd   i purchased the apex ad2600 from amazon and first of all i should say it was delivered much more quickly than i had expected.
1,(good   amazon).
1,i am very pleased with the apex ad2600.it plays just about anything you put in the drawer.
1,so far i've played regular dvd'  backup dvd-r'  mp3 cd'  and regular cd's.
1,i have not yet tried the photo show   but i'm thinking that will probably work well   based on the success with the above mentioned disks.
1,i do want to mention too that it is certainly worthwhile to read the instruction manual that comes with the unit.
0,the comments i've read about having problems with this dvd player all seem to stem from pushing the incorrect buttons on the dvd remote.for   pushing the button to play pal (european type)   when an ntsc (usa type) movie disk is in the disk tray.
1,  if you read the instructions   you shouldn't have any problems with this dvd unit.
1,i can't speak to its long-term   as i've only had the apex ad2600 for a little over a week at this point.
1,  it seems to work so well   that i don't anticipate any problems with it.
1,bottom line for me is that for the price i don't think you can go wrong at all by purchasing this dvd player.
1,excellent second   or first dvd for hdtv ready tv.
1,wow!
1,simple to use and hook up.
1,comes with standard rca jacks for   along with s-video output (s-video cable not   must be purchased seperately) and also component video outputs.
1,the progressive scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest remote controls i have ever seen or used.
1,i also own an " apex ad 1201 " dvd player and have had no problems with it since i purchased it almost 1 1/2 years ago.
1,one big difference between the 1201 and the 2600 models is that the 2600 model is virtually silent.
1,and doesn't need to be placed in a cabinet like the 1201 does.
1,friends of mine who own apex tv sets are also all very pleased.
1,i would not hesitate to purchase this if you are uncertain of the brand name.
1,consider it for a future gift too!
0,save your money.
0,this dvd play is basicly junk.
0,it won't play all of my movies.
0,keeps coming up with no disk errors.
0,i tried called apex cust   no help.
0,don't waste your money.
0,mine was 2 weeks old and i chucked it in the   where it belongs.
0,this is the 4 apex player that i have bought.
0,you might think you are saving money by buying an apex but in the long run you will spend more.
0,each of the 4 lasted less than six months.
1,you can get a pretty good progressive scan sony or toshiba now for 68 bucks just about anywhere.
1,spend the money its well worth it.
1,what a dvd player!
1,this is the best dvd player i've purchased.
1,i've owned a panasonic and sony dvd and this one outperforms in function and image quality and most of   access speed.
0,for those of you who has problems with this   i'd suggest checking the owners manual to get the right setting so that you are not displaying the wrong mode and have no   etc.
1,this player has worked flawlessly for me and at this   you can't go wrong.
1,80% of the features on here you will not get by spending $ 100 on a sony or panasonic.
0,having said   this is what you do.
1, check out !
1, enjoy !
0,apex ad2600 known capadabilty problem.
0,i have sent my ad2600 back to apex because it won't play certain disney and other dvd movies (no disc message).
0,they sent me a new ad2600 with the same problem.
0,i call apex customer service and they told me that there is a known problem with the model playing disney and other movies and that it is not there problem so i'm stuck with a new dvd player that won't play my kids disney movies.
1,value for money!
0,i bought this dvd player mainly because my old sharp dvd player could not play most of the dvds from the store that i rent from and i had to watch them using my pc's dvd-rom player.
1,  this apex dvd player turned out great!
1,it plays basically every media i've tested so   even an old vcd that i ripped years ago and the rental dvd that couldn't be played on my old $ 200 sharp player!
1,i have to say i'm also pretty impressed by the user interface for playing   mp3 and mpeg files stored on cd-rs / dvds.
1,it's almost like having a media player / file manager built into the dvd player.
1,i did not want to have high expectations for this apex player because of the price but it is definitely working out much better than what i would expect from an expensive high-end player.
1,what more can you ask for from a $ 40 dvd player?
1,i guess i'm just lucky to get a good working unit!
0,hope the unit lasts as i've only had it for 3 days.
1,and the slim form-factor together with the mirror-like front panel sure makes the player look cool and pricey!
0,one bad thing   i find the remote-control a bit flimsy and i predict it will most probably ' die ' before the player does.
1,  amazon's free shipping is really getting   it took only 3 working days for the player to reach me!
0,poor quality dvd player.
0,i purchased two of these players for christmas   and both were bad.
0,the first one wouldn't work from the start.
0,the second lasted about two weeks before the video went out!
1,amazon.com promptly refunded my money for the first   because a replacement was not available (thanks amazon.com!
0,i am still trying to resolve the problem with the second one.
0,i have tried several times to contact apex digital through their on-line support site and their telephone   but they won't answer my emails and their telephone line is always busy.
0,i will never buy another apex digital product!
0,you get what you paid for.
1,for the most part this is a good dvd player.
0,but about 25% of dvd's i've played on ithave a   when watching a movie the picture will   but the dvd still   and eventualy the picture kicks back in after skipping a few moments.
0,usually i just skip to the next chapter to avoid it.
0,annoying.
0,no picture and / or no   try i/p button on the remote.
0,we have had this product for over a month and yesterday it stopped working.
1,it is connected to an old television set via composite video and analog audio outputs.
0,there was neither picture nor sound.
0,connecting the same outputs to a video card in my   there was sound but still no picture.
0,the trouble shooting section in the user's   suggesting correct and secure   doesn't help.
1,i searched on the internet and found one tip which solved our problem: press i/p button on the remote control.
0,it makes the dvd player to switch between interlace mode and progressive scan mode.
0,obviously there is no composite video output and different analog audio signals at progressive scan mode.
1,we are overall pleased with product.
1,i would have rated it five stars but for the poor manual.
0,people with video issue's.
0,i think most of you people complaining about no video is due to you hitting the wrong button either the p/n = pal / ntsc or the i/p is set to progressive scan.
0,another stupid move.
0,buyer beware.
0,i purchased this as a christmas gift on 120 - 03.  it worked from 1206 to 10 at which time the picture failed completely (see other negative reviews-my unit wasn't the only one this happened to.)
0,i tried calling the support number for a   several times a   and always got a busy signal.
0,i also registered the unit online and posted two messages to the apex support person (there can't possibly be more than one!
0,neither message was answered (they ask for 24 hours before replying - i've been waiting 27 days.)
0,i finally returned the unit to the company along with copies of my messages and return info.
0,let me quote a customer service rep from one of the authorized apex service locations in my state (they only service apex tv'  not dvd players):  " you can send it   but i wouldn't count on ever seeing it or a replacement again.
0,barely worked.
0,it only read the dvds 10% of the   otherwise i would get a no disc screen.
0,i got this dvd player as a gift and had to send it back.
0,amazon was supposed to send me another   but didn't and sent me a gift certificate instead (i'm guessing because the price has gone up on this unit since december).
0,has problems reading some dvds.
1,good:  progressive scan player for a relatively low price (although the better known manufacturers like     and panasonic are now offering lower-priced progressive scan players as well).
1,seems to read most dvds   and reads quietly (i had a pioneer player that had fairly loud disc spin noise).
1,  i have not had trouble reading svcds that i created and vbr mp3 cds (my old apex ad0200 had trouble with these).
1,output through component connections looks very   on my non-hd tv.
0,bad:  i've had this player for several months and it reads most   but it would not recognize several discs that were clean and read on other players (from friends season 2).
0,it would just spin up and   and display " no disc ".
0,my other gripe is the incredibly crappy   which is worse than   cheaper apex units.
0,for some reason they made the navigation buttons all one   a ring around the enter / play button.
0,you have to press the buttons hard and frequently i end up pressing enter when i meant to scroll.
0,  for some reason the picture looks washed out on s-  with lots of color   compared to a component connection (should not be much of a perceptible difference on a 27 " tv).
1,pretty good.
0,ok this is our first dvd player so what do i know.
1,i checked out the amazon reviews and i'm pleased to say mine     fine right out of the box.
1,i like the auto fit feature = you can stretch widescreen dvd's to normal.
1,lot's of other features that i need to find out about.
1,looks ok - very shiny chrome and mirrors.
0,things that i'd prefer different - there's a red light that shines when it's turned off!
0,and the remote is cheap and cheasy - not sure how long it'll   but for 50 bucks what the heck!
0,plays pancakes.
1,this thing plays everything i feed it.
0,    fuji.
1,plays them all.
1,i ordered 2.
1,great dvd player.
0,i wanted a dvd player that had basic features and would be able to play dvd - r format disc's that i had made myself.
1,when i 1st tried it i found that it had no problem playing the more expensive dvd - r media disc's that other players would play but to my surprise was able to play cheep media that i had burned that i couldn't get to work before in anything but the dvd burner itself that i had made the disc with.
1,easy to   small form   and looks good to boot.
3,very happy!
0,customer service is non-existent!!
0,i wish i could give negative stars!
0,i bought this dvd player in november.
1,i have an apex ad600 for a few years now which still works great today.
1,i figured with a great first product and with this one having more features than the 600 i would buy one.
0,what a mistake!
0,after about an hour it starts skipping like the dvd's are dirty.
0,i've tried several dvd's and even new ones do the same thing.
0,i have ice age and it keeps telling me no disc.
0,i've tried someone elses and the same thing happens.
0,i tried e-mailing apex and they come back saying undeliverable.
0,i've tried leaving questions on their site never to have them answered.
0,i just want to at least try an exchange but you can't get through to their   it's always busy.
0,that makes sense   with all the substandard products they make.
0,do not buy this product or any apex product unless you are looking to be frustrated and lose money!
0,keep   don't stop here.
1,i bought this as a gift for my sister.
0,it has never worked.
0,i've attempted to connect this unit to several different   using a multitude of connection   and i still can't get a video signal from the machine.
0,i highly regret trying to save a few $ with this purchase.
0,worst customer service on record.
0,purchased the ad0600 about a month ago and have had numerous problems with it.
0,the most recent is that it will stop responding to the on/off button.
0,the light goes from red to green but no display or any operation whatsoever.
0,i end up unplugging it from the wall for a few hours and when i try again it will work fine.at least until this problem arises again.
0,i've registered this unit at www.apexdigialinc.com and listed the problem.
0,they claim to respond in a 24 hour period yet it's been 2 weeks without a reply.
0,i've sent 10 e-mails to their customer service department requesting an ra with no response.
0,i've called the service number and if it's not   it rings forever then eventually dumps you.
0,once i actually got to an answering machine and left a message.
0,still no response.
0,i will never purchase anything from this company ever again and have logged my complaint with the bbb.
0,good   bad product.
1,i bought this player as a christmas present for my wife.
0,3/4 way through the first disk we played on it (naturally on 31 days after purchase) the dvd player froze.
0,now it will not load any disk or just says that there is no disk.
0,have tried to contact apex via e-mail (customerservice@apexdigital.com), but the e-mail address is not valid.
0,have tried calling (8660apexgo), but can't get through.
0,this product   the customer service from apex sucks.
0,i shouldn't have been   should have bought a toshiba.
0,stay away from it.
0,i bought this product from amazon.
0,after using it for just a   i could not play any dvd.
0,i can only hear the sound but no picture!
0,their customer (www.apexdigitalinc.com) service is very poor.
0,no contact phone   only eamil contact which did not respond me.
0,problems.
1,i bought this player during a christmas sale at an excellent price.
0,  i should have followed my instincts:  you get what you pay for.
0,one of the dvd's i received as a christmas present kept freezing.
0,some dvd's i rented would not play.
0,  i suddenly have no picture.
0,i will say this.
0,when the player was working it was  but.
1,the second apex - at least it's prettier than the last.
1,the physical appearance of this apex compared to one previous (ad1100w) is most appreciated.
0,the prior one looked and felt     and assembled by the oppressed:  i purchased it for it's easy ability to accept cd-r hacks.
0,i used it   and it lasted just over one year (forgot to kill the power one   and now it only plays dvds).
1,back to the 2600:  1.  it doesn't smell like burning plastic when you open the drive.
1,2.  without a doubt the finest looking apex dvd player that i've seen.
1,3.  excellent picture quality - on par with my     and jvc players.
1,4.  remote: you can stand it on end (harder to lose), and it's far better designed than the 1100s.
1,  the initial impression is much better than when i opened the box on the 1100 over a year ago - you can telll that apex is trying harder to improve their product.
1,i'd have given it 5   but i'm waiting to see if this one holds up to more frequent use than the last one:  with progressive   i expect it to play play play - and give my old pioneer a rest.
0,does not play dvds with extra features... first of   i bought this dvd as a christmas present for my girlfriend and i am somewhat disappointed.
1,unlike some of the other people who received a " lemon ", my dvd player came in perfect working condition.
1,as a   the dvd player has a sleek design and works fine.
0,what disappointed me is the fact that it does not seem to read certain dvds.
0,for   i tried playing my new " pirates of the carribean " extra features   but this dvd player can not read it.
0,at first i thought it is only a isolated   but i was proven wrong when the player would not read my " alias " dvds as well.
1,this player seems to work fine with everything else.
0,so i don't understand why it would not work with dvds that seem to have more features in them.
0,because of   i am disappointed and would not recommend this product.
1,apex you can trust.
1,i had apex regular (non-progressive) dvd-player for two years.
1,had no problem with it.
1,  i thought it's time to upgrade.
1,  i bought apex ad0600 in november ' 03 from amazon.
1,it's running great for all the dvds i have and rented.
0,i have a dvd burner.
1,i   apex is the best dvd player you can get for the price.
0,some of my friends had well branded dvd-players but they keep complaining that sometime it stucks and sucks!
1,most of them are already switched to apex and they are happy.
0,if you are skeptical about trying apex.
1,take my words and give it a try.
0,hopefully you won't regret.
1,goodluck!
1,a great discovery!
1,i bought this to replace an expensive ($ 300 +) onkyo dvd player that quit after only 3 years!
1,this has so many capabilities that you'll always have room for new technologies as they evolve.
1,i use this with a home theater system and it's amazing how it   the picture clarity is unmatched!
1,so much packed in a small case and very affordable!
0,sucks.
0,worked for two weeks.
0,after two weeks the picture kept freezing.
0,spend the extra 20 $ and buy a name brand dvd player.
0,apex sucks!
0,only the cheap and poor would buy one.
0,video failed after 3 weeks.
0,unit worked great for 3 weeks then video output failed.
0,quirky?
1,i got one of these to serve as a second dvd player in my house.
1,it's a   attractive machine and was easy to set up.
1,basic usage is   but the remote has a lot of buttons that i haven't used.
1,so   we've only used this player a few times to watch movies and it has worked fine.
1,the picture is   bright and sharp and the sound is good.
0,    it has only been used sparingly.
0,the catch is   while it plays movies just   it has refused to read second discs with the movie " extras " on them on the two occaisions when i tried to do that.
1,it's not a big deal for me.
0,i simply watched the extra features on another player.
0,had this been my only dvd     it would have been a real problem.
1,as it   i'm keeping the machine.
1,it works well enough (so far) for me to be satisfied with   and it's possible that i'm missing something.
1,but i would expect   since my movie discs have all played with no   the extras discs     without any additional tweaking.
1,i'm giving this player cautious recommendation.
1,there are a lot of things i like about it.
0,be     that you may encounter problems.
1,apex ad0600 working so far.
2,received apex dvd and the picture was great when set up with s connector.
0,the remote is a little hard to understand.
0,my jpeg pictures are viewable (not so sharp and vivid) on my 27 " screen but seem not as clear as when i view them on my 17 " monitor.
1,so far the dvd works so i hope it doesn't break down like the reviews i've read.
0,prior to   it seems the reviews were very good but after that it seems the reviews went bad!
0,i wouldn't gotten this dvd based on the reviews i read after christmas.
0,great player... when it worked!
0,video output stopped workin.
0,this was an awesome   before the video output no longer worked (after about 3 weeks).
0,i might have gotten a   but this is not the first report of video output failure on this machine.
0,i am returning   and again in the market for a multiformat       mp3, etc.
0,player.
0,what a disappointment!
0,quit in 10 days.
1,i bought the apex ad0600 dvd player for the family for christmas.
1,set up was easy and we enjoyed it for just over a week.
0,there was occasionally a lip-sync issue (the lips weren't moving in time to the dialogue).
0,but after 10   the sound   but the video quit working.
2,amazon was wonderful about picking it up the next day and paying for the return shipping.
0,perhaps this experience will teach me not to buy " off " brands.
0,read the manual!!
0,i'm editing my   because now i wish i read the manual before returning the player i bought for my girlfriend.
0,the button on the remote to switch from pal to ntsc was undoubtedly my problem.
1,now i may buy two!
0,(my orignal review is below:)  great feature   poor reliability.
0,output went black and white only via both s-video and composite   and with no v-hold.
1,thankfully amazon has free return shipping!
0,retraction: said mine had silver plate: it does have display.
1,retraction: said mine had silver plate: it does have display.
1,it works great.
0,i should have looked at it harder.
1,great by for the price.
1,i purchased two apex 2600 for christmas presents.
0,so far we have only hooked up one of them.
1,the unit seems to play all formats that i have put in it (  kodak pic's and dvd-r) i have read other reviews and some good and soom not so   but my feeling at this time is " two thumbs up "!
0,(i guess only time will tell?)
0,p.s the remote control does seem to get confused at times and doesnt respond but it may be just operator error?
0,doesn't play my alias season 1 dvds.
0,what the hell is wrong with this thing.
1,i bought this thing because it plays everything.
1,this is the third apex dvd i bought.
1,the first one was the 705 which i hacked successfully to play all region dvds and disable macrovision.
1,the second one was the 2500 which i think is better than the 2600 because it has more features such as karoake which i do use sometimes for parties.
1,but heck it plays my alias dvds.
0,what the heck is up with the 2600.  it suppose to play everything.
0,wrong!
1,by the way my alias dvds are legit too not no bootleg from the internet.
0,i'm sending this pup back to amazon and looking for the 2500 on ebay.
1,you should too.
0,forget about the sleek looks if it can't play some of your real dvds.
0,only lasted a month!
1,i bought the 2600 because it plays everything!
0,  within 45 days the video output quit working (both rca &amp; optic).
0,so now it still plays   you just can't see it!
0,a frustrating christmas.
1,we ordered two apex ad0600's for our family for christmas - finally decided to join the rest of the world and watch dvd's - well.
0,the first one we installed didn't   and our kids were devastated to say the least.
1,the second one is up and running.
1,it seems to be working   but we've not used it all that much.
0,i am returning the broken one today.
0,i will not be ordering another one to replace it.
